title,description,category,location,latitude,longitude,date_start,price,image_url,quality_ml,text
Concierto de jazz en el patio con obra de teatro,Este fin de semana: concierto de jazz en el patio en el Foro Indie Rocks GDL. transmisión en vivo por redes sociales.,entretenimiento,Universidad de Guadalajara,,,2026-06-28T19:59:30.709154+00:00,0.0,,0.5,Concierto de jazz en el patio con obra de teatro Este fin de semana: concierto de jazz en el patio en el Foro Indie Rocks GDL. transmisión en vivo por redes sociales.
Maratón popular en Metropolitano,"Maratón popular se presenta en el Parque Metropolitano. con hidratación y snacks incluidos. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. presencial. También: exposición de arte contemporáneo.",deportivo,Universidad de Guadalajara,20.64276412563863,-103.37989694449371,2026-06-12T19:59:30.707008+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Maratón popular en Metropolitano Maratón popular se presenta en el Parque Metropolitano. con hidratación y snacks incluidos. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. presencial. También: exposición de arte contemporáneo."
Feria de Emprendedores con Food Trucks y Tequila Artesanal,"Conoce a emprendedores tapatíos y prueba productos gourmet locales. Networking incluido al finalizar, degustaciones incluidas en el boleto. Evento gratuito con registro previo, cupo limitado a 200 personas. al aire libre. actividades para niños incluidas.",otro,Plaza de Armas,20.664178733448,-103.37088128786111,2026-07-14T19:59:30.710693+00:00,100.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,"Feria de Emprendedores con Food Trucks y Tequila Artesanal Conoce a emprendedores tapatíos y prueba productos gourmet locales. Networking incluido al finalizar, degustaciones incluidas en el boleto. Evento gratuito con registro previo, cupo limitado a 200 personas. al aire libre. actividades para niños incluidas."
Expo de mascotas y animales con clase masiva de zumba,Expo de mascotas y animales en el Parque Morelos. transmisión híbrida presencial y virtual. No te lo pierdas. entrada libre para toda la familia.,otro,GDL Arena,20.666692118402114,-103.3340872428239,2026-06-07T19:59:30.710208+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.9,Expo de mascotas y animales con clase masiva de zumba Expo de mascotas y animales en el Parque Morelos. transmisión híbrida presencial y virtual. No te lo pierdas. entrada libre para toda la familia.
Liga de voleibol de playa con taller de manualidades recicladas,Liga de voleibol de playa en la Unidad Deportiva Revolución. evento avalado por la Federación. No te lo pierdas. gratis.,deportivo,Plaza de Armas,20.66438215003878,-103.37355055169513,2026-05-31T19:59:30.706972+00:00,0.0,,0.7,Liga de voleibol de playa con taller de manualidades recicladas Liga de voleibol de playa en la Unidad Deportiva Revolución. evento avalado por la Federación. No te lo pierdas. gratis.
Curso de historia del arte en Degollado,Contempla curso de historia del arte en el Teatro Degollado. con visita guiada incluida. familia. playera de participación incluida.,cultural,Expo Guadalajara,20.69063924543132,-103.42146560489316,2026-05-13T19:59:30.705280+00:00,0.0,,0.6,Curso de historia del arte en Degollado Contempla curso de historia del arte en el Teatro Degollado. con visita guiada incluida. familia. playera de participación incluida.
Hackathon universitario con festival de música electrónica,Asiste hackathon universitario en el Auditorio Telmex. transmisión híbrida presencial y virtual. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. sábado. zona de descanso habilitada. obra premiada a nivel nacional.,otro,Lago de Chapala,20.630370432558898,-103.25051900232823,2026-05-21T19:59:30.709530+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,Hackathon universitario con festival de música electrónica Asiste hackathon universitario en el Auditorio Telmex. transmisión híbrida presencial y virtual. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. sábado. zona de descanso habilitada. obra premiada a nivel nacional.
Feria de Emprendedores con Food Trucks y Tequila Artesanal,"Conoce a emprendedores tapatíos y prueba productos gourmet locales. Networking incluido al finalizar, degustaciones incluidas en el boleto. Evento gratuito con registro previo, cupo limitado a 200 personas. sábado. zona de descanso habilitada.",otro,Centro Cultural Cabañas,20.63058251537337,-103.43829153933471,2026-05-19T19:59:30.710927+00:00,100.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Feria de Emprendedores con Food Trucks y Tequila Artesanal Conoce a emprendedores tapatíos y prueba productos gourmet locales. Networking incluido al finalizar, degustaciones incluidas en el boleto. Evento gratuito con registro previo, cupo limitado a 200 personas. sábado. zona de descanso habilitada."
FERIA DEL TEQUILA ARTESANAL EN REVOLUCIÓN,Feria del tequila artesanal próximamente. inscríbete ya. actividades para niños incluidas.,gastronomico,Parque Agua Azul,,,2026-04-18T19:59:30.707452+00:00,0.0,,0.37,FERIA DEL TEQUILA ARTESANAL EN REVOLUCIÓN Feria del tequila artesanal próximamente. inscríbete ya. actividades para niños incluidas.
Clase masiva de zumba en Akron,"Corre clase masiva de zumba en el Estadio Akron. categorías por edad y género. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! 2025. música en vivo durante el evento.",deportivo,Expo Guadalajara,20.648667522584887,-103.22564438146128,2026-06-30T19:59:30.706816+00:00,0.0,,0.8,"Clase masiva de zumba en Akron Corre clase masiva de zumba en el Estadio Akron. categorías por edad y género. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! 2025. música en vivo durante el evento."
Feria de Emprendedores con Food Trucks y Tequila Artesanal,"Conoce a emprendedores tapatíos y prueba productos gourmet locales. Networking incluido al finalizar, degustaciones incluidas en el boleto. Evento gratuito con registro previo, cupo limitado a 200 personas. estacionamiento disponible.",otro,Estadio Akron,20.658996263658082,-103.41833569217721,2026-06-24T19:59:30.711311+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Feria de Emprendedores con Food Trucks y Tequila Artesanal Conoce a emprendedores tapatíos y prueba productos gourmet locales. Networking incluido al finalizar, degustaciones incluidas en el boleto. Evento gratuito con registro previo, cupo limitado a 200 personas. estacionamiento disponible."
Disfruta el espectáculo de circo contemporáneo en Arena,Disfruta espectáculo de circo contemporáneo en el GDL Arena. meet & greet con artistas incluido. imperdible. fotografía y video permitidos.,entretenimiento,Estadio Akron,,,2026-06-16T19:59:30.708713+00:00,0.0,,0.5,Disfruta el espectáculo de circo contemporáneo en Arena Disfruta espectáculo de circo contemporáneo en el GDL Arena. meet & greet con artistas incluido. imperdible. fotografía y video permitidos.
Carrera 5K y Festival Gastronómico en el Parque Metropolitano,"Festival de cerveza artesanal con zona de activaciones deportivas, yoga y ciclismo. Más de 20 marcas locales de craft beer, food trucks y música en vivo. Entrada libre, consumo a precio justo.",gastronomico,Jardín Botánico GDL,20.673337189471503,-103.39430954238321,2026-05-15T19:59:30.711419+00:00,,,0.5,"Carrera 5K y Festival Gastronómico en el Parque Metropolitano Festival de cerveza artesanal con zona de activaciones deportivas, yoga y ciclismo. Más de 20 marcas locales de craft beer, food trucks y música en vivo. Entrada libre, consumo a precio justo."
Asiste el feria de empleo Jalisco en Morelos,Asiste feria de empleo Jalisco en el Parque Morelos. materiales y kit digital incluidos. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. sábado. También: lectura de narrativa contemporánea.,otro,Expo Guadalajara,20.691399372526398,-103.40570978094597,2026-07-19T19:59:30.710284+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,Asiste el feria de empleo Jalisco en Morelos Asiste feria de empleo Jalisco en el Parque Morelos. materiales y kit digital incluidos. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. sábado. También: lectura de narrativa contemporánea.
Curso de historia del arte en Artes,Este fin de semana: curso de historia del arte en el Museo de las Artes. con artistas locales y nacionales.,cultural,Jardín Botánico GDL,20.63139258515899,-103.3580129064553,2026-05-01T19:59:30.706110+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.8,Curso de historia del arte en Artes Este fin de semana: curso de historia del arte en el Museo de las Artes. con artistas locales y nacionales.
Yoga y Meditación con Instalación Artística Interactiva,"Recorre el centro histórico en bicicleta y descubre murales y galerías en el camino. Guía cultural incluida, todos los niveles bienvenidos. Evento avalado por la Federación, playera de participación incluida.",deportivo,Expo Guadalajara,20.66375846041703,-103.37991488229994,2026-07-25T19:59:30.711466+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Yoga y Meditación con Instalación Artística Interactiva Recorre el centro histórico en bicicleta y descubre murales y galerías en el camino. Guía cultural incluida, todos los niveles bienvenidos. Evento avalado por la Federación, playera de participación incluida."
Compite el campeonato de natación en Azul,Campeonato de natación en el Parque Agua Azul. para todos los niveles y edades. No te lo pierdas. Jalisco.,deportivo,Expo Guadalajara,20.728678881786507,-103.37052161955364,2026-05-15T19:59:30.707329+00:00,,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.7,Compite el campeonato de natación en Azul Campeonato de natación en el Parque Agua Azul. para todos los niveles y edades. No te lo pierdas. Jalisco.
Maratón popular en Panamericano,"Compite maratón popular en el Velódromo Panamericano. para todos los niveles y edades. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! para toda la familia.",deportivo,Estadio Akron,20.668122851275978,-103.3801254978811,2026-06-05T19:59:30.707064+00:00,200.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Maratón popular en Panamericano Compite maratón popular en el Velódromo Panamericano. para todos los niveles y edades. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! para toda la familia."
Feria de Salud y Bienestar con Clase Masiva de Zumba,"Taller de mindfulness seguido de reto de calistenia urbana en el Parque Morelos. Apto para principiantes y avanzados, sesión de preguntas y respuestas al finalizar. gratis. fotografía y video permitidos.",otro,Lago de Chapala,20.677020184634735,-103.40822231951442,2026-08-15T19:59:30.710346+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Feria de Salud y Bienestar con Clase Masiva de Zumba Taller de mindfulness seguido de reto de calistenia urbana en el Parque Morelos. Apto para principiantes y avanzados, sesión de preguntas y respuestas al finalizar. gratis. fotografía y video permitidos."
Feria de café de especialidad con noche de improvisación teatral,aprende feria de café de especialidad. También: torneo de trivia en vivo.,gastronomico,Tonalá Artesanal,20.638276388562925,-103.21840731893141,2026-05-23T19:59:30.707543+00:00,0.0,,0.625,Feria de café de especialidad con noche de improvisación teatral aprende feria de café de especialidad. También: torneo de trivia en vivo.
Disfruta el curso de historia del arte en Cabañas,Disfruta curso de historia del arte en el Centro Cultural Cabañas. con artistas locales y nacionales. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. zona de descanso habilitada. certificado de participación.,cultural,Expo Guadalajara,20.651857836937356,-103.37887029896264,2026-07-15T19:59:30.706014+00:00,300.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,Disfruta el curso de historia del arte en Cabañas Disfruta curso de historia del arte en el Centro Cultural Cabañas. con artistas locales y nacionales. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. zona de descanso habilitada. certificado de participación.
Festival de artes marciales con feria de café de especialidad,"Festival de artes marciales se presenta en el Lago de Chapala. evento avalado por la Federación. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. gratis. transmisión en línea disponible. talleres en vivo durante el evento.",deportivo,Tlaquepaque Centro,20.603024575694022,-103.30113027750899,2026-07-28T19:59:30.706199+00:00,100.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,"Festival de artes marciales con feria de café de especialidad Festival de artes marciales se presenta en el Lago de Chapala. evento avalado por la Federación. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. gratis. transmisión en línea disponible. talleres en vivo durante el evento."
NOCHE DE STAND-UP COMEDY CON EXHIBICIÓN DE ESCULTURA,Evento: noche de stand-up comedy. zona metropolitana.,entretenimiento,Estadio Jalisco,,,2026-08-05T19:59:30.708692+00:00,,,0.295,NOCHE DE STAND-UP COMEDY CON EXHIBICIÓN DE ESCULTURA Evento: noche de stand-up comedy. zona metropolitana.
Feria del libro en Artes,"Feria del libro en el Museo de las Artes. obra premiada a nivel nacional. No te lo pierdas. entrada libre. entrada libre, consumo a precio justo.",cultural,Jardín Botánico GDL,20.689257880894832,-103.35996540436547,2026-07-21T19:59:30.705933+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.9,"Feria del libro en Artes Feria del libro en el Museo de las Artes. obra premiada a nivel nacional. No te lo pierdas. entrada libre. entrada libre, consumo a precio justo."
Contempla el taller de pintura en Cabañas,"Contempla taller de pintura en el Centro Cultural Cabañas. actividades para niños y adultos. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! actividades para niños incluidas.",cultural,Plaza de Armas,20.71511297537843,-103.38771552600973,2026-07-27T19:59:30.705354+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Contempla el taller de pintura en Cabañas Contempla taller de pintura en el Centro Cultural Cabañas. actividades para niños y adultos. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! actividades para niños incluidas."
Feria de quesos mexicanos en Guadalajara,Evento: feria de quesos mexicanos.,gastronomico,Zona Rosa GDL,,,2026-08-10T19:59:30.707628+00:00,0.0,,0.425,Feria de quesos mexicanos en Guadalajara Evento: feria de quesos mexicanos.
Carrera 5k benéfica en Akron,"Carrera 5k benéfica se presenta en el Estadio Akron. apto para principiantes y avanzados. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. domingo. actividades para niños incluidas.",deportivo,Parque Agua Azul,20.63214661264086,-103.3683565007983,2026-05-30T19:59:30.707123+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Carrera 5k benéfica en Akron Carrera 5k benéfica se presenta en el Estadio Akron. apto para principiantes y avanzados. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. domingo. actividades para niños incluidas."
Recital de poesía en Martínez,Este fin de semana: recital de poesía en la Galería Jorge Martínez. catálogo impreso disponible. tapatío.,cultural,Estadio Jalisco,20.63817428576668,-103.29251898286371,2026-07-28T19:59:30.706153+00:00,50.0,,0.7,Recital de poesía en Martínez Este fin de semana: recital de poesía en la Galería Jorge Martínez. catálogo impreso disponible. tapatío.
Festival de Música con Carrera Nocturna 10K,"Concierto de música indie tapatía y carrera nocturna 10K en la Zona Rosa. Cronometraje oficial con chip, puertas abren a las 7 PM. Meet & greet con artistas incluido.",entretenimiento,Universidad de Guadalajara,20.64788054038414,-103.23759804272886,2026-06-19T19:59:30.710719+00:00,150.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.9,"Festival de Música con Carrera Nocturna 10K Concierto de música indie tapatía y carrera nocturna 10K en la Zona Rosa. Cronometraje oficial con chip, puertas abren a las 7 PM. Meet & greet con artistas incluido."
Torneo de pádel mixto en Metropolitano,Este fin de semana: torneo de pádel mixto en el Parque Metropolitano. evento avalado por la Federación. gratis. actividades para niños incluidas.,deportivo,Tlaquepaque Centro,20.64659765588497,-103.28496354256445,2026-06-25T19:59:30.706487+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.9,Torneo de pádel mixto en Metropolitano Este fin de semana: torneo de pádel mixto en el Parque Metropolitano. evento avalado por la Federación. gratis. actividades para niños incluidas.
Seminario de finanzas personales en Centro,Este fin de semana: seminario de finanzas personales en Zapopan Centro. ponentes con experiencia internacional. tapatío. para toda la familia.,otro,Estadio Jalisco,20.626311894377572,-103.3387327961524,2026-06-22T19:59:30.709604+00:00,,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.8,Seminario de finanzas personales en Centro Este fin de semana: seminario de finanzas personales en Zapopan Centro. ponentes con experiencia internacional. tapatío. para toda la familia.
Seminario de finanzas personales en Telmex,"Seminario de finanzas personales se presenta en el Auditorio Telmex. acceso a grabación posterior. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. imperdible.",otro,Tonalá Artesanal,20.63519549713793,-103.1923919840271,2026-07-01T19:59:30.709851+00:00,150.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Seminario de finanzas personales en Telmex Seminario de finanzas personales se presenta en el Auditorio Telmex. acceso a grabación posterior. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. imperdible."
Ciclo de conferencias literarias en Degollado,Vive ciclo de conferencias literarias en el Teatro Degollado. colección permanente y temporal. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales.,cultural,Jardín Botánico GDL,20.683850898242063,-103.43711687299943,2026-06-02T19:59:30.705552+00:00,100.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,Ciclo de conferencias literarias en Degollado Vive ciclo de conferencias literarias en el Teatro Degollado. colección permanente y temporal. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales.
Contempla el recital de poesía en Martínez,Contempla recital de poesía en la Galería Jorge Martínez. con artistas locales y nacionales. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. zona metropolitana.,cultural,Tlaquepaque Centro,,,2026-07-14T19:59:30.704566+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.8,Contempla el recital de poesía en Martínez Contempla recital de poesía en la Galería Jorge Martínez. con artistas locales y nacionales. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. zona metropolitana.
Torneo de Fútbol con Feria de Comida Local,"Participa en la carrera 5K y después disfruta del festival de tortas ahogadas y tequila artesanal. Premiación para los tres primeros lugares, degustaciones incluidas en el boleto. Evento para toda la familia en el Parque Metropolitano. ZMG.",gastronomico,Zona Rosa GDL,,,2026-04-27T19:59:30.711476+00:00,0.0,,0.5,"Torneo de Fútbol con Feria de Comida Local Participa en la carrera 5K y después disfruta del festival de tortas ahogadas y tequila artesanal. Premiación para los tres primeros lugares, degustaciones incluidas en el boleto. Evento para toda la familia en el Parque Metropolitano. ZMG."
Ciclotón Cultural por el Centro Histórico de Guadalajara,"Recorre el centro histórico en bicicleta y descubre murales y galerías en el camino. Guía cultural incluida, todos los niveles bienvenidos. Evento avalado por la Federación, playera de participación incluida.",deportivo,Teatro Degollado,20.64841202222336,-103.36005235870326,2026-04-24T19:59:30.710988+00:00,0.0,,0.7,"Ciclotón Cultural por el Centro Histórico de Guadalajara Recorre el centro histórico en bicicleta y descubre murales y galerías en el camino. Guía cultural incluida, todos los niveles bienvenidos. Evento avalado por la Federación, playera de participación incluida."
Cine al aire libre con muestra fotográfica,Celebra cine al aire libre en la Zona Rosa de Guadalajara. después del evento habrá afterparty. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales.,entretenimiento,Zapopan Centro,,,2026-04-17T19:59:30.709289+00:00,,,0.4,Cine al aire libre con muestra fotográfica Celebra cine al aire libre en la Zona Rosa de Guadalajara. después del evento habrá afterparty. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales.
Gaming fest con torneos en Experimental,"Gaming fest con torneos en el Teatro Experimental. sin límite de edad, menores con adulto. No te lo pierdas. no te lo pierdas. entrada libre para toda la familia. charla con el artista al finalizar.",entretenimiento,Lago de Chapala,20.658446418054538,-103.33049715358997,2026-07-29T19:59:30.709072+00:00,0.0,,0.7,"Gaming fest con torneos en Experimental Gaming fest con torneos en el Teatro Experimental. sin límite de edad, menores con adulto. No te lo pierdas. no te lo pierdas. entrada libre para toda la familia. charla con el artista al finalizar."
Feria del Libro con Taller de Cocina Mexicana en Tlaquepaque,"Mercado orgánico agroecológico con presentaciones de poesía en vivo y jazz. Más de 40 expositores locales, catálogo impreso disponible. gratis.",gastronomico,Tonalá Artesanal,20.629887243475245,-103.2981598037071,2026-07-16T19:59:30.711011+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.9,"Feria del Libro con Taller de Cocina Mexicana en Tlaquepaque Mercado orgánico agroecológico con presentaciones de poesía en vivo y jazz. Más de 40 expositores locales, catálogo impreso disponible. gratis."
Cata de vinos regionales con mercado de pulgas y antigüedades,Descubre cata de vinos regionales en la Plaza de Armas. con más de 40 expositores locales. 2025. networking incluido al finalizar.,gastronomico,Teatro Degollado,20.679882396341043,-103.40013308981472,2026-04-23T19:59:30.708049+00:00,,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.7,Cata de vinos regionales con mercado de pulgas y antigüedades Descubre cata de vinos regionales en la Plaza de Armas. con más de 40 expositores locales. 2025. networking incluido al finalizar.
Lectura de narrativa contemporánea con torneo de trivia en vivo,Disfruta lectura de narrativa contemporánea este fin de semana. zona metropolitana.,cultural,Zona Rosa GDL,,,2026-06-20T19:59:30.705432+00:00,,,0.4,Lectura de narrativa contemporánea con torneo de trivia en vivo Disfruta lectura de narrativa contemporánea este fin de semana. zona metropolitana.
Hackathon universitario en Telmex,Asiste hackathon universitario en el Auditorio Telmex. refrigerio incluido para asistentes. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. domingo. música en vivo durante el evento. después del evento habrá afterparty.,otro,Parque Metropolitano,20.694068698064473,-103.34566408374884,2026-06-18T19:59:30.710219+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,Hackathon universitario en Telmex Asiste hackathon universitario en el Auditorio Telmex. refrigerio incluido para asistentes. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. domingo. música en vivo durante el evento. después del evento habrá afterparty.
Supérate el campeonato de natación en Jalisco,"Campeonato de natación se presenta en la Pista Atlética Jalisco. apto para principiantes y avanzados. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. familia.",deportivo,Lago de Chapala,20.653650335308775,-103.37950732282935,2026-07-28T19:59:30.706476+00:00,300.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Supérate el campeonato de natación en Jalisco Campeonato de natación se presenta en la Pista Atlética Jalisco. apto para principiantes y avanzados. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. familia."
Curso de historia del arte en Guadalajara,Curso de historia del arte próximamente. actividades para niños incluidas.,cultural,Parque Agua Azul,,,2026-04-28T19:59:30.706162+00:00,,,0.225,Curso de historia del arte en Guadalajara Curso de historia del arte próximamente. actividades para niños incluidas.
Taller de meditación y mindfulness con festival de tortas ahogadas,Taller de meditación y mindfulness en el Coworking 44. ponentes con experiencia internacional. No te lo pierdas. abierto para todo público.,otro,Bosque de la Primavera,20.630947366152952,-103.25112568402658,2026-06-08T19:59:30.709418+00:00,,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.8,Taller de meditación y mindfulness con festival de tortas ahogadas Taller de meditación y mindfulness en el Coworking 44. ponentes con experiencia internacional. No te lo pierdas. abierto para todo público.
FESTIVAL DE CHILES EN NOGADA CON EXPO DE TECNOLOGÍA,prueba festival de chiles en nogada. familia.,gastronomico,Jardín Botánico GDL,20.6427960416998,-103.30830627193724,2026-04-27T19:59:30.707708+00:00,,,0.395,FESTIVAL DE CHILES EN NOGADA CON EXPO DE TECNOLOGÍA prueba festival de chiles en nogada. familia.
Celebra el taller de pintura en Artes,"Taller de pintura se presenta en el Museo de las Artes. abierto para todo público. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. todos bienvenidos. chef invitado de renombre nacional.",cultural,Lago de Chapala,20.618512345509497,-103.23168154820581,2026-05-18T19:59:30.705389+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,"Celebra el taller de pintura en Artes Taller de pintura se presenta en el Museo de las Artes. abierto para todo público. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. todos bienvenidos. chef invitado de renombre nacional."
Taller de meditación y mindfulness en Jalisco,"Taller de meditación y mindfulness se presenta en el Hub de Innovación Jalisco. certificado de participación. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. zona de descanso habilitada.",otro,Expo Guadalajara,,,2026-07-07T19:59:30.709871+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.8,"Taller de meditación y mindfulness en Jalisco Taller de meditación y mindfulness se presenta en el Hub de Innovación Jalisco. certificado de participación. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. zona de descanso habilitada."
Concierto tributo a los 80s en Experimental,"Concierto tributo a los 80s se presenta en el Teatro Experimental. puertas abren a las 7 PM. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. tapatío. evento gratuito con registro previo.",entretenimiento,Lago de Chapala,20.68974714104192,-103.3481181043916,2026-08-10T19:59:30.708949+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,"Concierto tributo a los 80s en Experimental Concierto tributo a los 80s se presenta en el Teatro Experimental. puertas abren a las 7 PM. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. tapatío. evento gratuito con registro previo."
LIGA DE VOLEIBOL DE PLAYA CON CENA MARIDAJE GOURMET,únete liga de voleibol de playa. refrigerio incluido para asistentes.,deportivo,Estadio Akron,,,2026-05-14T19:59:30.706960+00:00,,,0.195,LIGA DE VOLEIBOL DE PLAYA CON CENA MARIDAJE GOURMET únete liga de voleibol de playa. refrigerio incluido para asistentes.
