user_id,event_id,event_category,interaction_type,engagement_score,label
175,519,cultural,save,2,1
106,462,cultural,interested,2,1
42,224,gastronomico,save,2,1
111,120,gastronomico,view,1,1
37,186,gastronomico,uninterested,0,0
189,156,deportivo,interested,2,1
25,525,entretenimiento,save,2,1
10,379,otro,uninterested,0,0
158,88,deportivo,save,2,1
185,49,deportivo,interested,2,1
146,269,otro,view,0,0
143,107,cultural,interested,2,1
72,191,deportivo,interested,2,1
170,163,entretenimiento,view,1,1
66,35,entretenimiento,interested,2,1
61,597,gastronomico,save,2,1
95,273,deportivo,view,0,0
119,399,gastronomico,uninterested,0,0
144,511,otro,view,1,1
116,470,otro,interested,2,1
162,261,cultural,uninterested,0,0
111,335,gastronomico,save,2,1
186,578,cultural,view,1,1
53,129,otro,view,1,1
87,349,otro,interested,2,1
2,536,deportivo,uninterested,0,0
130,97,entretenimiento,interested,2,1
152,446,gastronomico,view,1,1
114,7,entretenimiento,save,2,1
70,464,deportivo,interested,2,1
30,99,cultural,uninterested,0,0
73,430,entretenimiento,save,2,1
50,549,deportivo,save,2,1
29,366,gastronomico,view,1,1
14,275,gastronomico,interested,2,1
117,25,cultural,save,2,1
175,507,gastronomico,uninterested,0,0
91,145,entretenimiento,uninterested,0,0
20,57,otro,uninterested,0,0
142,122,entretenimiento,save,2,1
168,508,gastronomico,interested,2,1
129,265,cultural,view,0,0
174,510,cultural,view,0,0
127,552,entretenimiento,interested,2,1
173,571,cultural,view,1,1
189,227,gastronomico,uninterested,0,0
118,471,gastronomico,interested,2,1
104,5,cultural,view,1,1
15,47,otro,uninterested,0,0
161,156,deportivo,interested,2,1
137,190,deportivo,save,2,1
168,37,otro,view,0,0
38,135,cultural,interested,2,1
16,307,entretenimiento,interested,2,1
49,384,otro,save,2,1
146,126,otro,uninterested,0,0
55,541,entretenimiento,interested,2,1
177,39,cultural,view,1,1
50,213,entretenimiento,interested,2,1
132,180,entretenimiento,uninterested,0,0
6,190,deportivo,view,0,0
161,252,gastronomico,save,2,1
184,209,deportivo,interested,2,1
168,240,cultural,view,0,0
38,453,entretenimiento,view,1,1
157,5,cultural,save,2,1
121,227,gastronomico,interested,2,1
57,268,deportivo,view,1,1
89,480,deportivo,view,1,1
12,23,otro,save,2,1
99,123,otro,interested,2,1
40,204,cultural,view,0,0
25,89,deportivo,save,2,1
90,566,gastronomico,view,0,0
142,187,otro,interested,2,1
126,445,deportivo,uninterested,0,0
195,499,entretenimiento,save,2,1
51,103,cultural,view,1,1
55,156,deportivo,view,0,0
41,520,deportivo,view,1,1
27,299,otro,view,1,1
39,540,cultural,save,2,1
183,188,cultural,view,1,1
90,102,deportivo,interested,2,1
158,345,gastronomico,view,0,0
167,302,gastronomico,interested,2,1
162,490,entretenimiento,uninterested,0,0
62,83,gastronomico,save,2,1
175,282,deportivo,view,1,1
60,136,deportivo,interested,2,1
78,575,entretenimiento,view,1,1
3,73,otro,view,1,1
98,306,otro,interested,2,1
169,404,deportivo,view,1,1
16,517,entretenimiento,save,2,1
92,225,gastronomico,uninterested,0,0
168,507,gastronomico,uninterested,0,0
68,251,cultural,save,2,1
4,439,gastronomico,save,2,1
54,356,otro,save,2,1
47,474,deportivo,view,1,1
64,452,entretenimiento,view,1,1
159,508,gastronomico,view,1,1
186,153,deportivo,save,2,1
51,447,cultural,save,2,1
136,248,entretenimiento,view,1,1
133,132,cultural,save,2,1
123,463,deportivo,view,1,1
112,28,otro,view,0,0
86,543,gastronomico,view,0,0
121,430,entretenimiento,view,0,0
163,585,entretenimiento,uninterested,0,0
178,207,gastronomico,view,1,1
23,391,gastronomico,save,2,1
48,485,cultural,interested,2,1
148,186,gastronomico,view,0,0
37,100,gastronomico,save,2,1
6,497,cultural,uninterested,0,0
69,576,cultural,save,2,1
72,5,cultural,view,1,1
143,240,cultural,save,2,1
195,194,entretenimiento,save,2,1
151,518,deportivo,uninterested,0,0
107,394,cultural,uninterested,0,0
109,34,gastronomico,view,0,0
84,143,otro,view,1,1
178,12,deportivo,save,2,1
98,578,cultural,view,0,0
47,451,gastronomico,view,1,1
162,79,otro,save,2,1
97,27,deportivo,interested,2,1
151,109,otro,save,2,1
28,309,cultural,save,2,1
52,47,otro,interested,2,1
157,460,gastronomico,view,1,1
72,142,deportivo,view,1,1
84,299,otro,interested,2,1
78,74,deportivo,interested,2,1
78,405,entretenimiento,save,2,1
154,532,entretenimiento,interested,2,1
66,181,entretenimiento,view,1,1
69,270,cultural,view,0,0
194,574,otro,view,1,1
57,319,deportivo,save,2,1
154,223,otro,uninterested,0,0
171,534,gastronomico,view,0,0
69,54,entretenimiento,uninterested,0,0
194,45,cultural,interested,2,1
29,44,deportivo,view,0,0
77,531,entretenimiento,view,0,0
73,422,entretenimiento,save,2,1
120,135,cultural,interested,2,1
32,70,gastronomico,save,2,1
145,243,entretenimiento,uninterested,0,0
37,228,gastronomico,save,2,1
7,69,otro,view,1,1
29,391,gastronomico,interested,2,1
91,277,cultural,view,1,1
149,3,otro,save,2,1
110,80,gastronomico,uninterested,0,0
156,172,entretenimiento,interested,2,1
141,385,gastronomico,view,1,1
56,424,gastronomico,view,1,1
52,115,otro,interested,2,1
40,138,deportivo,view,0,0
63,233,cultural,view,1,1
104,26,gastronomico,save,2,1
169,319,deportivo,interested,2,1
172,405,entretenimiento,uninterested,0,0
138,33,deportivo,save,2,1
166,192,gastronomico,save,2,1
71,42,cultural,view,1,1
167,524,gastronomico,interested,2,1
16,39,cultural,save,2,1
81,370,cultural,interested,2,1
93,167,cultural,view,1,1
143,287,deportivo,view,0,0
86,478,otro,interested,2,1
194,107,cultural,save,2,1
39,239,gastronomico,view,1,1
4,397,entretenimiento,uninterested,0,0
55,133,otro,view,1,1
50,288,entretenimiento,view,1,1
177,513,entretenimiento,save,2,1
2,66,entretenimiento,interested,2,1
156,322,cultural,view,0,0
191,395,deportivo,view,1,1
14,133,otro,interested,2,1
142,499,entretenimiento,view,1,1
7,19,deportivo,view,1,1
75,551,otro,interested,2,1
197,214,gastronomico,uninterested,0,0
169,299,otro,view,0,0
95,327,gastronomico,interested,2,1
139,487,deportivo,uninterested,0,0
164,507,gastronomico,view,0,0
66,228,gastronomico,uninterested,0,0
12,524,gastronomico,view,1,1
173,208,entretenimiento,save,2,1
16,411,entretenimiento,view,1,1
149,351,gastronomico,view,0,0
194,144,otro,uninterested,0,0
185,253,cultural,save,2,1
160,539,otro,view,1,1
33,165,gastronomico,save,2,1
131,437,otro,save,2,1
190,75,deportivo,view,0,0
12,496,otro,view,1,1
9,230,cultural,save,2,1
90,436,deportivo,view,1,1
153,594,gastronomico,view,1,1
44,451,gastronomico,interested,2,1
63,141,cultural,view,1,1
92,153,deportivo,view,0,0
96,426,deportivo,interested,2,1
151,391,gastronomico,uninterested,0,0
49,1,deportivo,interested,2,1
50,182,entretenimiento,view,1,1
4,353,entretenimiento,save,2,1
84,10,otro,interested,2,1
2,386,gastronomico,uninterested,0,0
175,112,deportivo,interested,2,1
114,246,entretenimiento,save,2,1
168,492,gastronomico,save,2,1
47,568,gastronomico,view,1,1
43,340,deportivo,view,1,1
107,195,otro,save,2,1
36,137,gastronomico,view,0,0
94,82,otro,save,2,1
29,272,gastronomico,view,1,1
151,136,deportivo,save,2,1
118,157,deportivo,save,2,1
44,303,entretenimiento,save,2,1
46,52,cultural,save,2,1
66,27,deportivo,interested,2,1
141,126,otro,interested,2,1
57,41,entretenimiento,view,1,1
146,442,deportivo,interested,2,1
16,85,entretenimiento,view,1,1
38,114,gastronomico,save,2,1
75,519,cultural,save,2,1
39,556,entretenimiento,save,2,1
127,305,cultural,uninterested,0,0
26,112,deportivo,save,2,1
67,221,deportivo,save,2,1
78,0,deportivo,view,1,1
99,318,cultural,save,2,1
134,325,deportivo,view,1,1
188,411,entretenimiento,view,1,1
102,121,gastronomico,view,0,0
185,228,gastronomico,view,1,1
36,446,gastronomico,uninterested,0,0
45,10,otro,save,2,1
16,435,cultural,save,2,1
55,115,otro,save,2,1
124,581,gastronomico,uninterested,0,0
179,92,cultural,save,2,1
157,342,gastronomico,save,2,1
134,306,otro,interested,2,1
28,20,cultural,view,1,1
110,454,deportivo,interested,2,1
43,63,cultural,view,1,1
50,552,entretenimiento,view,1,1
139,0,deportivo,save,2,1
11,222,cultural,save,2,1
135,563,otro,interested,2,1
90,567,entretenimiento,save,2,1
157,45,cultural,save,2,1
136,167,cultural,uninterested,0,0
193,541,entretenimiento,save,2,1
142,211,otro,uninterested,0,0
128,394,cultural,save,2,1
52,241,otro,uninterested,0,0
21,406,otro,uninterested,0,0
192,412,otro,view,0,0
116,356,otro,view,1,1
198,155,cultural,view,1,1
129,205,gastronomico,uninterested,0,0
183,101,deportivo,save,2,1
130,229,otro,view,0,0
47,482,entretenimiento,interested,2,1
135,280,cultural,uninterested,0,0
123,72,gastronomico,save,2,1
161,595,cultural,view,0,0
162,551,otro,save,2,1
167,253,cultural,uninterested,0,0
159,529,gastronomico,uninterested,0,0
29,501,cultural,view,1,1
151,352,otro,interested,2,1
89,182,entretenimiento,interested,2,1
4,154,deportivo,interested,2,1
96,331,deportivo,save,2,1
43,362,entretenimiento,save,2,1
24,122,entretenimiento,view,1,1
129,193,deportivo,save,2,1
154,406,otro,save,2,1
195,555,entretenimiento,view,1,1
155,448,cultural,save,2,1
195,433,entretenimiento,save,2,1
77,341,deportivo,interested,2,1
124,356,otro,interested,2,1
117,153,deportivo,save,2,1
175,584,otro,view,0,0
70,550,otro,interested,2,1
129,115,otro,view,0,0
62,398,gastronomico,save,2,1
187,220,otro,save,2,1
149,159,otro,view,1,1
154,8,otro,view,1,1
43,118,cultural,save,2,1
117,161,deportivo,save,2,1
15,156,deportivo,save,2,1
64,495,entretenimiento,save,2,1
142,586,entretenimiento,save,2,1
170,337,deportivo,save,2,1
170,564,entretenimiento,view,1,1
152,268,deportivo,uninterested,0,0
190,566,gastronomico,view,1,1
60,465,deportivo,view,1,1
3,40,cultural,interested,2,1
184,255,deportivo,view,1,1
199,10,otro,uninterested,0,0
91,359,otro,save,2,1
144,352,otro,interested,2,1
75,28,otro,save,2,1
122,19,deportivo,save,2,1
135,462,cultural,interested,2,1
7,268,deportivo,save,2,1
176,156,deportivo,uninterested,0,0
77,258,cultural,view,0,0
152,402,gastronomico,save,2,1
170,390,cultural,uninterested,0,0
102,383,entretenimiento,view,1,1
9,150,gastronomico,save,2,1
88,446,gastronomico,uninterested,0,0
35,554,cultural,view,1,1
46,251,cultural,save,2,1
162,301,cultural,save,2,1
7,291,otro,uninterested,0,0
77,215,deportivo,save,2,1
153,125,gastronomico,interested,2,1
59,2,entretenimiento,save,2,1
20,294,entretenimiento,view,0,0
89,83,gastronomico,view,1,1
63,102,deportivo,uninterested,0,0
17,483,entretenimiento,save,2,1
199,474,deportivo,view,0,0
108,548,gastronomico,save,2,1
187,388,entretenimiento,view,1,1
172,104,otro,view,1,1
171,79,otro,interested,2,1
80,304,otro,save,2,1
94,459,deportivo,view,1,1
86,541,entretenimiento,uninterested,0,0
12,327,gastronomico,save,2,1
78,503,otro,save,2,1
54,237,cultural,save,2,1
135,302,gastronomico,view,0,0
118,548,gastronomico,view,1,1
74,208,entretenimiento,view,1,1
59,145,entretenimiento,view,1,1
135,562,cultural,view,1,1
51,289,cultural,uninterested,0,0
131,474,deportivo,uninterested,0,0
17,329,entretenimiento,save,2,1
50,521,gastronomico,view,1,1
175,99,cultural,save,2,1
78,131,deportivo,uninterested,0,0
186,56,deportivo,save,2,1
27,291,otro,view,1,1
71,508,gastronomico,view,0,0
122,118,cultural,save,2,1
101,366,gastronomico,save,2,1
101,439,gastronomico,interested,2,1
110,42,cultural,save,2,1
147,68,gastronomico,view,1,1
136,329,entretenimiento,view,1,1
4,398,gastronomico,view,1,1
180,420,otro,save,2,1
73,245,entretenimiento,save,2,1
131,304,otro,save,2,1
171,468,deportivo,view,0,0
112,589,gastronomico,save,2,1
181,77,otro,uninterested,0,0
189,101,deportivo,view,1,1
112,473,entretenimiento,interested,2,1
155,75,deportivo,uninterested,0,0
76,456,cultural,interested,2,1
115,473,entretenimiento,view,0,0
84,541,entretenimiento,save,2,1
67,101,deportivo,interested,2,1
52,315,otro,uninterested,0,0
133,523,cultural,save,2,1
7,500,otro,save,2,1
137,367,otro,save,2,1
125,81,otro,view,0,0
86,454,deportivo,interested,2,1
168,586,entretenimiento,save,2,1
42,455,entretenimiento,save,2,1
12,506,gastronomico,uninterested,0,0
149,57,otro,save,2,1
168,559,gastronomico,uninterested,0,0
3,326,deportivo,view,0,0
172,73,otro,save,2,1
149,586,entretenimiento,interested,2,1
32,485,cultural,view,1,1
165,357,entretenimiento,view,1,1
185,33,deportivo,interested,2,1
83,103,cultural,interested,2,1
183,201,entretenimiento,view,1,1
34,164,cultural,save,2,1
87,543,gastronomico,view,0,0
97,143,otro,uninterested,0,0
20,306,otro,interested,2,1
102,218,entretenimiento,save,2,1
158,422,entretenimiento,save,2,1
82,440,otro,view,1,1
162,461,gastronomico,save,2,1
22,395,deportivo,uninterested,0,0
61,218,entretenimiento,save,2,1
29,314,gastronomico,view,1,1
173,137,gastronomico,uninterested,0,0
61,303,entretenimiento,view,1,1
40,439,gastronomico,save,2,1
87,302,gastronomico,view,0,0
21,324,gastronomico,view,1,1
180,78,deportivo,view,0,0
26,472,cultural,uninterested,0,0
82,209,deportivo,view,0,0
162,419,gastronomico,uninterested,0,0
10,127,entretenimiento,view,1,1
171,79,otro,save,2,1
54,316,cultural,save,2,1
108,137,gastronomico,view,1,1
66,464,deportivo,view,1,1
193,178,otro,interested,2,1
5,244,otro,save,2,1
66,3,otro,view,0,0
44,543,gastronomico,interested,2,1
81,359,otro,view,0,0
180,349,otro,interested,2,1
116,73,otro,save,2,1
50,525,entretenimiento,save,2,1
143,108,cultural,interested,2,1
69,35,entretenimiento,save,2,1
53,93,gastronomico,save,2,1
52,413,otro,interested,2,1
131,131,deportivo,save,2,1
194,591,cultural,save,2,1
59,12,deportivo,save,2,1
28,357,entretenimiento,view,0,0
163,23,otro,view,0,0
32,216,cultural,interested,2,1
10,69,otro,interested,2,1
43,238,gastronomico,uninterested,0,0
156,284,deportivo,save,2,1
1,93,gastronomico,view,1,1
181,278,entretenimiento,view,1,1
55,499,entretenimiento,view,1,1
141,60,otro,interested,2,1
182,101,deportivo,uninterested,0,0
36,333,deportivo,uninterested,0,0
7,82,otro,interested,2,1
65,588,entretenimiento,view,0,0
46,318,cultural,interested,2,1
36,154,deportivo,interested,2,1
177,219,gastronomico,view,1,1
25,12,deportivo,view,1,1
97,436,deportivo,save,2,1
12,471,gastronomico,save,2,1
167,464,deportivo,view,1,1
152,277,cultural,interested,2,1
106,71,otro,view,0,0
50,64,gastronomico,view,1,1
119,6,deportivo,view,1,1
126,577,deportivo,interested,2,1
3,129,otro,save,2,1
22,430,entretenimiento,save,2,1
41,446,gastronomico,save,2,1
190,413,otro,save,2,1
36,469,deportivo,interested,2,1
80,286,cultural,interested,2,1
28,113,cultural,save,2,1
140,70,gastronomico,save,2,1
1,302,gastronomico,save,2,1
37,308,cultural,view,0,0
33,124,gastronomico,interested,2,1
3,166,cultural,uninterested,0,0
69,145,entretenimiento,uninterested,0,0
170,597,gastronomico,view,0,0
189,485,cultural,uninterested,0,0
96,213,entretenimiento,save,2,1
107,361,deportivo,view,0,0
57,481,entretenimiento,save,2,1
166,470,otro,save,2,1
173,590,cultural,interested,2,1
149,243,entretenimiento,view,1,1
27,71,otro,view,1,1
137,104,otro,interested,2,1
138,292,deportivo,interested,2,1
137,261,cultural,view,0,0
109,526,deportivo,save,2,1
32,45,cultural,uninterested,0,0
128,543,gastronomico,save,2,1
130,448,cultural,uninterested,0,0
142,578,cultural,view,1,1
8,120,gastronomico,save,2,1
11,277,cultural,interested,2,1
186,202,gastronomico,uninterested,0,0
58,521,gastronomico,save,2,1
10,285,gastronomico,save,2,1
135,296,cultural,view,1,1
182,172,entretenimiento,view,0,0
42,313,deportivo,interested,2,1
190,200,otro,uninterested,0,0
0,223,otro,view,1,1
5,314,gastronomico,interested,2,1
190,412,otro,save,2,1
151,3,otro,save,2,1
146,581,gastronomico,uninterested,0,0
31,576,cultural,view,1,1
148,94,entretenimiento,save,2,1
192,155,cultural,interested,2,1
35,206,entretenimiento,uninterested,0,0
189,544,cultural,uninterested,0,0
147,45,cultural,view,1,1
138,344,entretenimiento,save,2,1
21,560,entretenimiento,view,0,0
66,27,deportivo,view,1,1
152,527,entretenimiento,view,0,0
56,125,gastronomico,interested,2,1
62,84,entretenimiento,uninterested,0,0
133,325,deportivo,view,0,0
154,437,otro,view,1,1
128,202,gastronomico,uninterested,0,0
48,12,deportivo,view,0,0
52,149,otro,save,2,1
7,367,otro,save,2,1
64,148,otro,interested,2,1
110,28,otro,view,1,1
140,26,gastronomico,interested,2,1
180,93,gastronomico,interested,2,1
38,227,gastronomico,save,2,1
152,295,deportivo,uninterested,0,0
38,400,cultural,view,1,1
135,318,cultural,save,2,1
83,478,otro,view,1,1
91,197,entretenimiento,view,0,0
40,227,gastronomico,save,2,1
116,57,otro,view,1,1
24,573,entretenimiento,uninterested,0,0
141,109,otro,save,2,1
175,448,cultural,view,1,1
161,354,deportivo,save,2,1
73,407,deportivo,view,0,0
8,275,gastronomico,view,1,1
109,47,otro,view,1,1
62,121,gastronomico,view,1,1
185,179,entretenimiento,view,0,0
32,249,otro,view,1,1
22,585,entretenimiento,save,2,1
95,521,gastronomico,interested,2,1
57,264,gastronomico,save,2,1
185,227,gastronomico,interested,2,1
112,351,gastronomico,save,2,1
6,206,entretenimiento,save,2,1
93,366,gastronomico,save,2,1
38,388,entretenimiento,uninterested,0,0
21,224,gastronomico,view,1,1
81,129,otro,uninterested,0,0
171,403,gastronomico,view,0,0
0,442,deportivo,interested,2,1
89,409,entretenimiento,uninterested,0,0
33,529,gastronomico,interested,2,1
104,452,entretenimiento,view,0,0
69,300,gastronomico,view,0,0
20,592,entretenimiento,view,0,0
53,241,otro,uninterested,0,0
27,310,cultural,save,2,1
123,149,otro,view,0,0
80,214,gastronomico,view,1,1
78,387,otro,save,2,1
28,468,deportivo,save,2,1
64,364,gastronomico,view,0,0
65,4,deportivo,uninterested,0,0
168,289,cultural,save,2,1
22,103,cultural,save,2,1
156,381,entretenimiento,save,2,1
135,5,cultural,interested,2,1
109,189,otro,interested,2,1
73,481,entretenimiento,view,1,1
132,331,deportivo,view,1,1
103,203,deportivo,interested,2,1
25,186,gastronomico,view,0,0
94,457,deportivo,view,1,1
185,99,cultural,interested,2,1
13,585,entretenimiento,save,2,1
1,245,entretenimiento,view,0,0
25,517,entretenimiento,view,0,0
14,440,otro,save,2,1
152,53,cultural,view,1,1
70,126,otro,save,2,1
121,246,entretenimiento,view,0,0
176,358,deportivo,interested,2,1
195,424,gastronomico,view,0,0
191,518,deportivo,uninterested,0,0
194,363,gastronomico,interested,2,1
157,52,cultural,interested,2,1
66,343,gastronomico,interested,2,1
162,191,deportivo,interested,2,1
2,78,deportivo,view,1,1
112,219,gastronomico,interested,2,1
5,359,otro,save,2,1
113,321,entretenimiento,view,1,1
119,444,deportivo,save,2,1
28,108,cultural,save,2,1
141,113,cultural,uninterested,0,0
120,158,cultural,view,1,1
51,393,gastronomico,view,0,0
125,548,gastronomico,view,0,0
86,41,entretenimiento,view,0,0
107,3,otro,view,1,1
73,513,entretenimiento,save,2,1
128,324,gastronomico,interested,2,1
75,166,cultural,interested,2,1
47,247,deportivo,save,2,1
98,391,gastronomico,save,2,1
116,10,otro,view,1,1
113,365,deportivo,view,0,0
158,251,cultural,view,0,0
93,145,entretenimiento,view,0,0
14,416,entretenimiento,uninterested,0,0
37,570,gastronomico,uninterested,0,0
55,563,otro,interested,2,1
196,343,gastronomico,interested,2,1
179,115,otro,save,2,1
56,333,deportivo,interested,2,1
128,18,gastronomico,save,2,1
27,76,gastronomico,uninterested,0,0
80,47,otro,view,1,1
94,386,gastronomico,view,0,0
93,563,otro,uninterested,0,0
178,136,deportivo,interested,2,1
157,238,gastronomico,view,1,1
23,26,gastronomico,interested,2,1
194,262,entretenimiento,view,1,1
39,562,cultural,save,2,1
31,393,gastronomico,save,2,1
195,113,cultural,view,1,1
197,594,gastronomico,view,1,1
25,459,deportivo,save,2,1
129,172,entretenimiento,view,1,1
163,214,gastronomico,save,2,1
98,348,gastronomico,save,2,1
188,378,cultural,uninterested,0,0
108,479,entretenimiento,view,0,0
91,11,otro,save,2,1
15,474,deportivo,view,1,1
98,492,gastronomico,save,2,1
164,492,gastronomico,save,2,1
15,197,entretenimiento,view,1,1
58,529,gastronomico,save,2,1
18,515,deportivo,uninterested,0,0
180,223,otro,view,1,1
144,509,otro,interested,2,1
175,305,cultural,view,1,1
132,46,deportivo,save,2,1
109,269,otro,interested,2,1
96,147,otro,view,0,0
17,211,otro,uninterested,0,0
53,410,otro,save,2,1
177,174,gastronomico,view,1,1
135,428,cultural,view,1,1
171,269,otro,save,2,1
133,239,gastronomico,view,0,0
177,499,entretenimiento,view,1,1
1,198,gastronomico,save,2,1
147,385,gastronomico,save,2,1
115,511,otro,view,1,1
49,329,entretenimiento,view,0,0
14,512,otro,save,2,1
118,399,gastronomico,view,1,1
111,28,otro,view,0,0
134,291,otro,save,2,1
103,133,otro,view,0,0
52,109,otro,uninterested,0,0
37,114,gastronomico,interested,2,1
94,501,cultural,view,0,0
30,109,otro,view,0,0
14,161,deportivo,save,2,1
139,332,gastronomico,interested,2,1
103,12,deportivo,save,2,1
26,592,entretenimiento,view,0,0
149,183,gastronomico,view,0,0
46,582,deportivo,uninterested,0,0
3,111,otro,interested,2,1
68,87,gastronomico,save,2,1
6,461,gastronomico,view,0,0
194,578,cultural,uninterested,0,0
102,456,cultural,uninterested,0,0
10,11,otro,uninterested,0,0
74,111,otro,save,2,1
117,217,deportivo,save,2,1
28,451,gastronomico,view,1,1
71,443,otro,uninterested,0,0
142,586,entretenimiento,save,2,1
189,154,deportivo,view,1,1
89,563,otro,view,0,0
178,230,cultural,view,0,0
179,141,cultural,save,2,1
22,531,entretenimiento,save,2,1
89,305,cultural,uninterested,0,0
144,60,otro,view,1,1
110,463,deportivo,save,2,1
84,464,deportivo,uninterested,0,0
141,364,gastronomico,uninterested,0,0
150,496,otro,save,2,1
95,347,entretenimiento,interested,2,1
111,498,gastronomico,interested,2,1
93,22,otro,view,0,0
139,340,deportivo,uninterested,0,0
43,141,cultural,interested,2,1
95,306,otro,uninterested,0,0
60,286,cultural,save,2,1
146,598,gastronomico,view,0,0
40,314,gastronomico,save,2,1
1,250,cultural,view,0,0
10,413,otro,interested,2,1
88,60,otro,view,1,1
186,230,cultural,view,1,1
183,34,gastronomico,view,0,0
103,436,deportivo,interested,2,1
159,112,deportivo,interested,2,1
75,403,gastronomico,uninterested,0,0
151,551,otro,save,2,1
88,73,otro,view,1,1
68,92,cultural,view,1,1
148,458,deportivo,save,2,1
80,137,gastronomico,uninterested,0,0
30,280,cultural,view,1,1
123,215,deportivo,view,1,1
16,393,gastronomico,view,0,0
198,95,deportivo,view,0,0
114,409,entretenimiento,view,1,1
101,128,gastronomico,save,2,1
59,131,deportivo,uninterested,0,0
70,427,otro,interested,2,1
161,257,deportivo,view,1,1
36,435,cultural,view,0,0
196,207,gastronomico,interested,2,1
136,322,cultural,uninterested,0,0
69,477,entretenimiento,view,1,1
90,339,gastronomico,view,0,0
81,523,cultural,interested,2,1
25,162,deportivo,save,2,1
12,293,otro,uninterested,0,0
118,267,gastronomico,save,2,1
32,144,otro,interested,2,1
39,513,entretenimiento,save,2,1
181,329,entretenimiento,interested,2,1
138,184,gastronomico,interested,2,1
1,594,gastronomico,view,1,1
126,588,entretenimiento,view,0,0
53,174,gastronomico,save,2,1
142,218,entretenimiento,interested,2,1
14,348,gastronomico,uninterested,0,0
70,382,deportivo,save,2,1
91,543,gastronomico,view,1,1
189,438,deportivo,save,2,1
122,10,otro,interested,2,1
68,224,gastronomico,save,2,1
55,326,deportivo,interested,2,1
20,401,deportivo,view,0,0
40,18,gastronomico,interested,2,1
136,91,entretenimiento,interested,2,1
76,112,deportivo,save,2,1
64,13,cultural,view,0,0
43,251,cultural,uninterested,0,0
22,411,entretenimiento,view,1,1
3,427,otro,view,1,1
177,281,cultural,save,2,1
67,350,gastronomico,interested,2,1
13,369,gastronomico,view,0,0
47,70,gastronomico,view,1,1
59,51,entretenimiento,interested,2,1
21,211,otro,interested,2,1
137,137,gastronomico,view,1,1
118,265,cultural,interested,2,1
177,355,cultural,view,1,1
124,328,cultural,view,0,0
102,569,otro,interested,2,1
121,132,cultural,view,0,0
55,362,entretenimiento,view,1,1
146,101,deportivo,view,1,1
108,472,cultural,view,1,1
57,210,otro,uninterested,0,0
50,117,gastronomico,view,1,1
158,588,entretenimiento,save,2,1
35,101,deportivo,view,0,0
70,294,entretenimiento,view,0,0
191,559,gastronomico,save,2,1
99,498,gastronomico,interested,2,1
192,571,cultural,save,2,1
74,563,otro,save,2,1
109,484,deportivo,view,0,0
87,288,entretenimiento,view,1,1
22,506,gastronomico,save,2,1
144,440,otro,view,1,1
43,301,cultural,save,2,1
197,224,gastronomico,view,1,1
88,539,otro,view,1,1
99,18,gastronomico,view,1,1
75,378,cultural,interested,2,1
96,140,otro,view,0,0
145,94,entretenimiento,view,1,1
111,272,gastronomico,view,1,1
3,3,otro,save,2,1
58,369,gastronomico,save,2,1
68,523,cultural,view,1,1
82,16,entretenimiento,uninterested,0,0
8,570,gastronomico,save,2,1
67,51,entretenimiento,view,0,0
165,96,deportivo,view,1,1
116,149,otro,view,1,1
13,53,cultural,save,2,1
115,359,otro,interested,2,1
65,478,otro,view,1,1
99,413,otro,save,2,1
17,553,entretenimiento,interested,2,1
132,496,otro,save,2,1
8,152,entretenimiento,view,0,0
178,1,deportivo,interested,2,1
78,287,deportivo,save,2,1
143,188,cultural,save,2,1
192,34,gastronomico,view,0,0
9,529,gastronomico,save,2,1
108,131,deportivo,view,1,1
123,216,cultural,view,1,1
103,337,deportivo,uninterested,0,0
46,430,entretenimiento,view,0,0
121,287,deportivo,interested,2,1
157,508,gastronomico,view,1,1
128,47,otro,view,0,0
192,122,entretenimiento,view,1,1
43,515,deportivo,interested,2,1
102,550,otro,uninterested,0,0
82,309,cultural,save,2,1
35,466,entretenimiento,view,1,1
165,432,otro,uninterested,0,0
195,455,entretenimiento,interested,2,1
7,102,deportivo,interested,2,1
195,394,cultural,uninterested,0,0
173,15,gastronomico,view,0,0
148,453,entretenimiento,uninterested,0,0
137,502,deportivo,view,1,1
39,264,gastronomico,interested,2,1
59,483,entretenimiento,uninterested,0,0
1,330,gastronomico,view,1,1
150,119,deportivo,interested,2,1
151,57,otro,interested,2,1
60,309,cultural,interested,2,1
163,19,deportivo,view,0,0
91,428,cultural,save,2,1
97,372,deportivo,save,2,1
137,211,otro,save,2,1
155,176,cultural,save,2,1
131,284,deportivo,interested,2,1
62,150,gastronomico,interested,2,1
177,77,otro,view,0,0
137,319,deportivo,interested,2,1
1,335,gastronomico,interested,2,1
173,54,entretenimiento,save,2,1
64,594,gastronomico,uninterested,0,0
168,386,gastronomico,view,1,1
114,117,gastronomico,view,0,0
153,422,entretenimiento,save,2,1
10,264,gastronomico,view,1,1
161,410,otro,interested,2,1
16,84,entretenimiento,save,2,1
153,563,otro,view,0,0
197,385,gastronomico,interested,2,1
7,19,deportivo,save,2,1
132,189,otro,uninterested,0,0
47,478,otro,save,2,1
22,278,entretenimiento,uninterested,0,0
175,504,deportivo,view,1,1
120,13,cultural,save,2,1
135,188,cultural,interested,2,1
116,567,entretenimiento,save,2,1
172,270,cultural,view,0,0
55,422,entretenimiento,interested,2,1
164,5,cultural,view,1,1
2,302,gastronomico,uninterested,0,0
168,431,gastronomico,save,2,1
